file,winner,F1,F2,F3,edit
KLH063a_0146,8,8,8,8,0
KLH063a_0147,3,3,3,3,0
KLH063a_0148,1,1,1,1,0
KLH063a_0149,10,10,10,10,0
KLH063a_0150,13,13,13,13,0
KLH063a_0151,1,1,1,1,0
KLH063a_0152,20,20,20,20,0
KLH063a_0153,18,18,18,18,0
KLH063a_0154,9,9,9,9,0
KLH063a_0155,4,4,4,4,0
KLH063a_0156,2,2,2,2,0
KLH063a_0157,20,20,20,20,0
KLH063a_0158,10,10,10,10,0
KLH063a_0159,10,10,10,10,0
KLH063a_0160,19,19,19,19,0
KLH063a_0161,9,9,9,9,0
KLH063a_0162,2,2,2,2,0
KLH063a_0163,19,19,19,19,0
KLH063a_0164,20,20,20,20,0
KLH063a_0165,9,9,9,9,0
KLH063a_0166,10,10,10,10,0
KLH063a_0167,14,14,14,14,0
KLH063a_0168,8,8,8,8,0
KLH063a_0169,12,12,12,12,0
KLH063a_0170,5,5,5,5,0
KLH063a_0171,8,8,8,8,0
KLH063a_0172,12,12,12,12,0
KLH063a_0173,20,20,20,20,0
KLH063a_0174,7,7,7,7,0
KLH063a_0175,18,18,18,18,0
KLH063a_0176,9,9,9,9,0
KLH063a_0177,8,8,8,8,0
KLH063a_0178,20,20,20,20,0
KLH063a_0179,20,20,20,20,0
KLH063a_0180,17,17,17,17,0
KLH063a_0181,4,4,4,4,0
KLH063a_0182,15,15,15,15,0
KLH063a_0183,13,13,13,13,0
KLH063a_0184,9,9,9,9,0
KLH063a_0185,19,19,19,19,0
KLH063a_0186,17,17,17,17,0
KLH063a_0187,8,8,8,8,0
KLH063a_0188,14,14,14,14,0
KLH063a_0189,13,13,13,13,0
KLH063a_0190,20,20,20,20,0
KLH063a_0191,2,2,2,2,0
KLH063a_0192,8,8,8,8,0
KLH063a_0193,12,12,12,12,0
KLH063a_0194,1,1,1,1,0
KLH063a_0195,17,17,17,17,0
KLH063a_0196,15,15,15,15,0
KLH063a_0197,11,11,11,11,0
KLH063a_0198,20,20,20,20,0
KLH063a_0199,9,9,9,9,0
KLH063a_0200,15,15,15,15,0
KLH063a_0201,7,7,7,7,0
KLH063a_0202,18,18,18,18,0
KLH063a_0203,14,14,14,14,0
KLH063a_0204,1,1,1,1,0
KLH063a_0205,11,11,11,11,0
KLH063a_0206,10,10,10,10,0
KLH063a_0207,18,18,18,18,0
KLH063a_0208,20,20,20,20,0
KLH063a_0209,13,13,13,13,0
KLH063a_0210,20,20,20,20,0
KLH063a_0211,4,4,4,4,0
KLH063a_0212,18,18,18,18,0
KLH063a_0213,12,12,12,12,0
KLH063a_0214,3,3,3,3,0
KLH063a_0215,14,14,14,14,0
KLH063a_0216,8,8,8,8,0
KLH063a_0217,20,20,20,20,0
KLH063a_0218,12,12,12,12,0
KLH063a_0219,9,9,9,9,0
KLH063a_0220,20,20,20,20,0
KLH063a_0221,10,10,10,10,0
KLH063a_0222,4,4,4,4,0
KLH063a_0223,13,13,13,13,0
KLH063a_0224,4,4,4,4,0
KLH063a_0225,19,19,19,19,0
KLH063a_0226,8,8,8,8,0
KLH063a_0227,19,19,19,19,0
KLH063a_0228,6,6,6,6,0
KLH063a_0229,8,8,8,8,0
KLH063a_0230,20,20,20,20,0
KLH063a_0231,20,20,20,20,0
KLH063a_0232,20,20,20,20,0
KLH063a_0233,16,16,16,16,0
KLH063a_0234,14,14,14,14,0
KLH063a_0235,18,18,18,18,0
KLH063a_0236,10,10,10,10,0
KLH063a_0237,1,1,1,1,0
KLH063a_0238,1,1,1,1,0
KLH063a_0239,20,20,20,20,0
KLH063a_0240,2,2,2,2,0
KLH063a_0241,12,12,12,12,0
KLH063a_0242,5,5,5,5,0
KLH063a_0243,9,9,9,9,0
KLH063a_0244,17,17,17,17,0
KLH063a_0245,7,7,7,7,0
KLH063a_0246,16,16,16,16,0
KLH063a_0247,15,15,15,15,0
KLH063a_0248,9,9,9,9,0
KLH063a_0249,10,10,10,10,0
KLH063a_0250,15,15,15,15,0
KLH063a_0251,1,1,1,1,0
KLH063a_0252,9,9,9,9,0
KLH063a_0253,2,2,2,2,0
KLH063a_0254,8,8,8,8,0
KLH063a_0255,19,19,19,19,0
KLH063a_0256,20,20,20,20,0
KLH063a_0257,13,13,13,13,0
KLH063a_0258,16,16,16,16,0
KLH063a_0259,15,15,15,15,0
KLH063a_0260,4,4,4,4,0
KLH063a_0261,16,16,16,16,0
KLH063a_0262,19,19,19,19,0
KLH063a_0263,20,20,20,20,0
KLH063a_0264,20,20,20,20,0
KLH063a_0265,12,12,12,12,0
KLH063a_0266,10,10,10,10,0
KLH063a_0267,18,18,18,18,0
KLH063a_0268,8,8,8,8,0
KLH063a_0269,14,14,14,14,0
KLH063a_0270,15,15,15,15,0
KLH063a_0271,6,6,6,6,0
KLH063a_0272,8,8,8,8,0
KLH063a_0273,20,20,20,20,0
KLH063a_0274,8,8,8,8,0
KLH063a_0275,20,20,20,20,0
KLH063a_0276,5,5,5,5,0
KLH063a_0277,14,14,14,14,0
KLH063a_0278,9,9,9,9,0
KLH063a_0279,14,14,14,14,0
KLH063a_0280,14,14,14,14,0
KLH063a_0281,12,12,12,12,0
KLH063a_0282,13,13,13,13,0
KLH063a_0283,15,15,15,15,0
KLH063a_0284,20,20,20,20,0
KLH063a_0285,11,11,11,11,0
KLH063a_0286,15,15,15,15,0
KLH063a_0287,20,20,20,20,0
KLH063a_0288,5,5,5,5,0
KLH063a_0289,11,11,11,11,0
KLH063a_0290,14,14,14,14,0
KLH063a_0291,20,20,20,20,0
KLH063a_0292,16,16,16,16,0
KLH063a_0293,20,20,20,20,0
KLH063a_0294,16,16,16,16,0
KLH063a_0295,8,8,8,8,0
KLH063a_0296,1,1,1,1,0
KLH063a_0297,9,9,9,9,0
KLH063a_0298,10,10,10,10,0
KLH063a_0299,11,11,11,11,0
KLH063a_0300,20,20,20,20,0
KLH063a_0301,1,1,1,1,0
KLH063a_0302,12,12,12,12,0
KLH063a_0303,18,18,18,18,0
KLH063a_0304,13,13,13,13,0
KLH063a_0305,14,14,14,14,0
KLH063a_0306,16,16,16,16,0
KLH063a_0307,5,5,5,5,0
KLH063a_0308,16,16,16,16,0
KLH063a_0309,17,17,17,17,0
KLH063a_0310,11,11,11,11,0
KLH063a_0311,5,5,5,5,0
KLH063a_0312,6,6,6,6,0
KLH063a_0313,2,2,2,2,0
KLH063a_0314,7,7,7,7,0
KLH063a_0315,14,14,14,14,0
KLH063a_0316,19,19,19,19,0
KLH063a_0317,17,17,17,17,0
KLH063a_0318,20,20,20,20,0
KLH063a_0319,19,19,19,19,0
KLH063a_0320,11,11,11,11,0
KLH063a_0321,11,11,11,11,0
KLH063a_0322,19,19,19,19,0
KLH063a_0323,3,3,3,3,0
KLH063a_0324,6,6,6,6,0
KLH063a_0325,11,11,11,11,0
KLH063a_0326,14,14,14,14,0
KLH063a_0327,17,17,17,17,0
KLH063a_0328,17,17,17,17,0
KLH063a_0329,15,15,15,15,0
KLH063a_0330,18,18,18,18,0
KLH063a_0331,11,11,11,11,0
KLH063a_0332,4,4,4,4,0
KLH063a_0333,8,8,8,8,0
KLH063a_0334,4,4,4,4,0
KLH063a_0335,6,6,6,6,0
KLH063a_0336,15,15,15,15,0
KLH063a_0337,14,14,14,14,0
KLH063a_0338,8,8,8,8,0
KLH063a_0339,18,18,18,18,0
KLH063a_0340,20,20,20,20,0
KLH063a_0341,6,6,6,6,0
KLH063a_0342,2,2,2,2,0
KLH063a_0343,12,12,12,12,0
KLH063a_0344,5,5,5,5,0
KLH063a_0345,11,11,11,11,0
KLH063a_0346,16,16,16,16,0
KLH063a_0347,12,12,12,12,0
KLH063a_0348,12,12,12,12,0
KLH063a_0349,18,18,18,18,0
KLH063a_0350,20,20,20,20,0
KLH063a_0351,18,18,18,18,0
KLH063a_0352,18,18,18,18,0
KLH063a_0353,5,5,5,5,0
KLH063a_0354,20,20,20,20,0
KLH063a_0355,11,11,11,11,0
KLH063a_0356,12,12,12,12,0
KLH063a_0357,1,1,1,1,0
KLH063a_0358,5,5,5,5,0
KLH063a_0359,9,9,9,9,0
KLH063a_0360,18,18,18,18,0
KLH063a_0361,2,2,2,2,0
KLH063a_0362,6,6,6,6,0
KLH063a_0363,2,2,2,2,0
KLH063a_0364,13,13,13,13,0
KLH063a_0365,20,20,20,20,0
KLH063a_0366,15,15,15,15,0
KLH063a_0367,9,9,9,9,0
KLH063a_0368,13,13,13,13,0
KLH063a_0369,18,18,18,18,0
KLH063a_0370,20,20,20,20,0
KLH063a_0371,11,11,11,11,0
KLH063a_0372,11,11,11,11,0
KLH063a_0373,12,12,12,12,0
KLH063a_0374,20,20,20,20,0
KLH063a_0375,5,5,5,5,0
KLH063a_0376,11,11,11,11,0
KLH063a_0377,20,20,20,20,0
KLH063a_0378,20,20,20,20,0
KLH063a_0379,20,20,20,20,0
KLH063a_0380,15,15,15,15,0
KLH063a_0381,7,7,7,7,0
KLH063a_0382,14,14,14,14,0
KLH063a_0383,7,7,7,7,0
KLH063a_0384,19,19,19,19,0
KLH063a_0385,16,16,16,16,0
KLH063a_0386,20,20,20,20,0
KLH063a_0387,20,20,20,20,0
KLH063a_0388,16,16,16,16,0
KLH063a_0389,9,9,9,9,0
KLH063a_0390,13,13,13,13,0
KLH063a_0391,15,15,15,15,0
KLH063a_0392,5,5,5,5,0
KLH063a_0393,20,20,20,20,0
KLH063a_0394,17,17,17,17,0
KLH063a_0395,20,20,20,20,0
KLH063a_0396,20,20,20,20,0
KLH063a_0397,14,14,14,14,0
KLH063a_0398,5,5,5,5,0
KLH063a_0399,14,14,14,14,0
KLH063a_0400,13,13,13,13,0
KLH063a_0401,8,8,8,8,0
KLH063a_0402,18,18,18,18,0
KLH063a_0403,13,13,13,13,0
KLH063a_0404,1,1,1,1,0
KLH063a_0405,6,6,6,6,0
KLH063a_0406,4,4,4,4,0
KLH063a_0407,12,12,12,12,0
KLH063a_0408,14,14,14,14,0
KLH063a_0409,19,19,19,19,0
KLH063a_0410,19,19,19,19,0
KLH063a_0411,11,11,11,11,0
KLH063a_0412,10,10,10,10,0
KLH063a_0413,16,16,16,16,0
KLH063a_0414,16,16,16,16,0
KLH063a_0415,12,12,12,12,0
KLH063a_0416,13,13,13,13,0
KLH063a_0417,20,20,20,20,0
KLH063a_0418,7,7,7,7,0
KLH063a_0419,14,14,14,14,0
KLH063a_0420,18,18,18,18,0
KLH063a_0421,18,18,18,18,0
KLH063a_0422,7,7,7,7,0
KLH063a_0423,14,14,14,14,0
KLH063a_0424,1,1,1,1,0
KLH063a_0425,18,18,18,18,0
KLH063a_0426,4,4,4,4,0
KLH063a_0427,20,20,20,20,0
KLH063a_0428,11,11,11,11,0
KLH063a_0429,18,18,18,18,0
KLH063a_0430,5,5,5,5,0
KLH063a_0431,19,19,19,19,0
KLH063a_0432,17,17,17,17,0
KLH063a_0433,20,20,20,20,0
KLH063a_0434,20,20,20,20,0
KLH063a_0435,12,12,12,12,0
KLH063a_0436,10,10,10,10,0
KLH063a_0437,18,18,18,18,0
KLH063a_0438,18,18,18,18,0
KLH063a_0439,14,14,14,14,0
KLH063a_0440,10,10,10,10,0
KLH063a_0441,16,16,16,16,0
KLH063a_0442,19,19,19,19,0
KLH063a_0443,19,19,19,19,0
KLH063a_0444,15,15,15,15,0
KLH063a_0445,14,14,14,14,0
KLH063a_0446,15,15,15,15,0
KLH063a_0447,12,12,12,12,0
KLH063a_0448,8,8,8,8,0
KLH063a_0449,20,20,20,20,0
KLH063a_0450,19,19,19,19,0
KLH063a_0451,17,17,17,17,0
KLH063a_0452,15,15,15,15,0
KLH063a_0453,4,4,4,4,0
KLH063a_0454,20,20,20,20,0
KLH063a_0455,16,16,16,16,0
KLH063a_0456,11,11,11,11,0
KLH063a_0457,20,20,20,20,0
KLH063a_0458,14,14,14,14,0
KLH063a_0459,16,16,16,16,0
KLH063a_0460,17,17,17,17,0
KLH063a_0461,15,15,15,15,0
KLH063a_0462,13,13,13,13,0
KLH063a_0463,12,12,12,12,0
KLH063a_0464,12,12,12,12,0
KLH063a_0465,17,17,17,17,0
KLH063a_0466,10,10,10,10,0
KLH063a_0467,7,7,7,7,0
KLH063a_0468,11,11,11,11,0
KLH063a_0469,9,9,9,9,0
KLH063a_0470,2,2,2,2,0
KLH063a_0471,16,16,16,16,0
KLH063a_0472,11,11,11,11,0
KLH063a_0473,11,11,11,11,0
KLH063a_0474,12,12,12,12,0
KLH063a_0475,1,1,1,1,0
KLH063a_0476,19,19,19,19,0
KLH063a_0477,15,15,15,15,0
KLH063a_0478,19,19,19,19,0
KLH063a_0479,8,8,8,8,0
KLH063a_0480,4,4,4,4,0
KLH063a_0481,10,10,10,10,0
KLH063a_0482,1,1,1,1,0
KLH063a_0483,12,12,12,12,0
KLH063a_0484,19,19,19,19,0
KLH063a_0485,17,17,17,17,0
KLH063a_0486,13,13,13,13,0
KLH063a_0487,20,20,20,20,0
KLH063a_0488,1,1,1,1,0
KLH063a_0489,9,9,9,9,0
KLH063a_0490,15,15,15,15,0
KLH063a_0491,11,11,11,11,0
KLH063a_0492,10,10,10,10,0
KLH063a_0493,6,6,6,6,0
KLH063a_0494,13,13,13,13,0
KLH063a_0495,13,13,13,13,0
KLH063a_0496,7,7,7,7,0
KLH063a_0497,14,14,14,14,0
KLH063a_0498,14,14,14,14,0
KLH063a_0499,14,14,14,14,0
KLH063a_0500,10,10,10,10,0
KLH063a_0501,12,12,12,12,0
KLH063a_0502,3,3,3,3,0
KLH063a_0503,7,7,7,7,0
KLH063a_0504,12,12,12,12,0
KLH063a_0505,1,1,1,1,0
KLH063a_0506,9,9,9,9,0
KLH063a_0507,7,7,7,7,0
KLH063a_0508,10,10,10,10,0
KLH063a_0509,16,16,16,16,0
KLH063a_0510,12,12,12,12,0
KLH063a_0511,16,16,16,16,0
KLH063a_0512,19,19,19,19,0
KLH063a_0513,13,13,13,13,0
KLH063a_0514,20,20,20,20,0
KLH063a_0515,13,13,13,13,0
KLH063a_0516,20,20,20,20,0
KLH063a_0517,10,10,10,10,0
KLH063a_0518,11,11,11,11,0
KLH063a_0519,12,12,12,12,0
KLH063a_0520,1,1,1,1,0
KLH063a_0521,13,13,13,13,0
KLH063a_0522,14,14,14,14,0
KLH063a_0523,20,20,20,20,0
KLH063a_0524,19,19,19,19,0
KLH063a_0525,20,20,20,20,0
KLH063a_0526,18,18,18,18,0
KLH063a_0527,15,15,15,15,0
KLH063a_0528,9,9,9,9,0
KLH063a_0529,20,20,20,20,0
KLH063a_0530,20,20,20,20,0
KLH063a_0531,1,1,1,1,0
KLH063a_0532,14,14,14,14,0
KLH063a_0533,12,12,12,12,0
KLH063a_0534,17,17,17,17,0
KLH063a_0535,6,6,6,6,0
KLH063a_0536,16,16,16,16,0
KLH063a_0537,20,20,20,20,0
KLH063a_0538,6,6,6,6,0
KLH063a_0539,9,9,9,9,0
KLH063a_0540,18,18,18,18,0
KLH063a_0541,11,11,11,11,0
KLH063a_0542,12,12,12,12,0
KLH063a_0543,17,17,17,17,0
KLH063a_0544,20,20,20,20,0
KLH063a_0545,7,7,7,7,0
KLH063a_0546,8,8,8,8,0
KLH063a_0547,7,7,7,7,0
KLH063a_0548,17,17,17,17,0
KLH063a_0549,19,19,19,19,0
KLH063a_0550,16,16,16,16,0
KLH063a_0551,17,17,17,17,0
KLH063a_0552,14,14,14,14,0
KLH063a_0553,12,12,12,12,0
KLH063a_0554,11,11,11,11,0
KLH063a_0555,16,16,16,16,0
KLH063a_0556,16,16,16,16,0
KLH063a_0557,19,19,19,19,0
KLH063a_0558,20,20,20,20,0
KLH063a_0559,20,20,20,20,0
KLH063a_0560,6,6,6,6,0
KLH063a_0561,8,8,8,8,0
KLH063a_0562,9,9,9,9,0
KLH063a_0563,2,2,2,2,0
KLH063a_0564,4,4,4,4,0
KLH063a_0565,16,16,16,16,0
KLH063a_0566,18,18,18,18,0
KLH063a_0567,6,6,6,6,0
KLH063a_0568,4,4,4,4,0
KLH063a_0569,17,17,17,17,0
KLH063a_0570,14,14,14,14,0
KLH063a_0571,11,11,11,11,0
KLH063a_0572,20,20,20,20,0
KLH063a_0573,17,17,17,17,0
KLH063a_0574,15,15,15,15,0
KLH063a_0575,12,12,12,12,0
KLH063a_0576,4,4,4,4,0
KLH063a_0577,1,1,1,1,0
KLH063a_0578,9,9,9,9,0
KLH063a_0579,2,2,2,2,0
KLH063a_0580,16,16,16,16,0
KLH063a_0581,14,14,14,14,0
KLH063a_0582,18,18,18,18,0
KLH063a_0583,19,19,19,19,0
KLH063a_0584,13,13,13,13,0
KLH063a_0585,13,13,13,13,0
KLH063a_0586,7,7,7,7,0
KLH063a_0587,17,17,17,17,0
KLH063a_0588,13,13,13,13,0
KLH063a_0589,15,15,15,15,0
KLH063a_0590,8,8,8,8,0
KLH063a_0591,16,16,16,16,0
KLH063a_0592,17,17,17,17,0
KLH063a_0593,17,17,17,17,0
KLH063a_0594,11,11,11,11,0
KLH063a_0595,16,16,16,16,0
KLH063a_0596,10,10,10,10,0
KLH063a_0597,13,13,13,13,0
KLH063a_0598,4,4,4,4,0
KLH063a_0599,20,20,20,20,0
KLH063a_0600,18,18,18,18,0
KLH063a_0601,12,12,12,12,0
KLH063a_0602,17,17,17,17,0
KLH063a_0603,7,7,7,7,0
KLH063a_0604,13,13,13,13,0
KLH063a_0605,8,8,8,8,0
KLH063a_0606,1,1,1,1,0
KLH063a_0607,6,6,6,6,0
KLH063a_0608,17,17,17,17,0
KLH063a_0609,2,2,2,2,0
KLH063a_0610,1,1,1,1,0
KLH063a_0611,1,1,1,1,0
KLH063a_0612,13,13,13,13,0
KLH063a_0613,5,5,5,5,0
KLH063a_0614,8,8,8,8,0
KLH063a_0615,9,9,9,9,0
KLH063a_0616,13,13,13,13,0
KLH063a_0617,7,7,7,7,0
KLH063a_0618,20,20,20,20,0
KLH063a_0619,19,19,19,19,0
KLH063a_0620,19,19,19,19,0
KLH063a_0621,4,4,4,4,0
KLH063a_0622,12,12,12,12,0
KLH063a_0623,8,8,8,8,0
KLH063a_0624,13,13,13,13,0
KLH063a_0625,3,3,3,3,0
KLH063a_0626,1,1,1,1,0
KLH063a_0627,14,14,14,14,0
KLH063a_0628,20,20,20,20,0
KLH063a_0629,10,10,10,10,0
KLH063a_0630,6,6,6,6,0
KLH063a_0631,5,5,5,5,0
KLH063a_0632,9,9,9,9,0
KLH063a_0633,9,9,9,9,0
KLH063a_0634,11,11,11,11,0
KLH063a_0635,15,15,15,15,0
KLH063a_0636,5,5,5,5,0
KLH063a_0637,18,18,18,18,0
KLH063a_0638,13,13,13,13,0
KLH063a_0639,5,5,5,5,0
KLH063a_0640,12,12,12,12,0
KLH063a_0641,1,1,1,1,0
KLH063a_0642,9,9,9,9,0
KLH063a_0643,15,15,15,15,0
KLH063a_0644,8,8,8,8,0
KLH063a_0645,11,11,11,11,0
KLH063a_0646,15,15,15,15,0
KLH063a_0647,6,6,6,6,0
KLH063a_0648,9,9,9,9,0
KLH063a_0649,20,20,20,20,0
KLH063a_0650,9,9,9,9,0
KLH063a_0651,14,14,14,14,0
KLH063a_0652,14,14,14,14,0
KLH063a_0653,10,10,10,10,0
KLH063a_0654,18,18,18,18,0
KLH063a_0655,5,5,5,5,0
KLH063a_0656,15,15,15,15,0
KLH063a_0657,2,2,2,2,0
KLH063a_0658,20,20,20,20,0
KLH063a_0659,17,17,17,17,0
KLH063a_0660,6,6,6,6,0
KLH063a_0661,14,14,14,14,0
KLH063a_0662,14,14,14,14,0
KLH063a_0663,20,20,20,20,0
KLH063a_0664,11,11,11,11,0
KLH063a_0665,6,6,6,6,0
KLH063a_0666,20,20,20,20,0
KLH063a_0667,4,4,4,4,0
KLH063a_0668,16,16,16,16,0
KLH063a_0669,8,8,8,8,0
KLH063a_0670,15,15,15,15,0
KLH063a_0671,10,10,10,10,0
KLH063a_0672,20,20,20,20,0
KLH063a_0673,12,12,12,12,0
KLH063a_0674,9,9,9,9,0
KLH063a_0675,12,12,12,12,0
KLH063a_0676,7,7,7,7,0
KLH063a_0677,3,3,3,3,0
KLH063a_0678,15,15,15,15,0
KLH063a_0679,19,19,19,19,0
KLH063a_0680,19,19,19,19,0
KLH063a_0681,7,7,7,7,0
KLH063a_0682,15,15,15,15,0
KLH063a_0683,12,12,12,12,0
KLH063a_0684,7,7,7,7,0
KLH063a_0685,4,4,4,4,0
KLH063a_0686,15,15,15,15,0
KLH063a_0687,20,20,20,20,0
KLH063a_0688,9,9,9,9,0
KLH063a_0689,11,11,11,11,0
KLH063a_0690,20,20,20,20,0
KLH063a_0691,5,5,5,5,0
KLH063a_0692,3,3,3,3,0
KLH063a_0693,18,18,18,18,0
KLH063a_0694,4,4,4,4,0
KLH063a_0695,20,20,20,20,0
KLH063a_0696,17,17,17,17,0
KLH063a_0697,16,16,16,16,0
KLH063a_0698,17,17,17,17,0
KLH063a_0699,20,20,20,20,0
KLH063a_0700,8,8,8,8,0
KLH063a_0701,12,12,12,12,0
KLH063a_0702,14,14,14,14,0
KLH063a_0703,19,19,19,19,0
KLH063a_0704,8,8,8,8,0
KLH063a_0705,15,15,15,15,0
KLH063a_0706,2,2,2,2,0
KLH063a_0707,20,20,20,20,0
KLH063a_0708,14,14,14,14,0
KLH063a_0709,12,12,12,12,0
KLH063a_0710,7,7,7,7,0
KLH063a_0711,18,18,18,18,0
KLH063a_0712,11,11,11,11,0
KLH063a_0713,17,17,17,17,0
KLH063a_0714,19,19,19,19,0
KLH063a_0715,19,19,19,19,0
KLH063a_0716,1,1,1,1,0
KLH063a_0717,13,13,13,13,0
KLH063a_0718,12,12,12,12,0
KLH063a_0719,18,18,18,18,0
KLH063a_0720,9,9,9,9,0
KLH063a_0721,16,16,16,16,0
KLH063a_0722,14,14,14,14,0
KLH063a_0723,10,10,10,10,0
KLH063a_0724,1,1,1,1,0
KLH063a_0725,13,13,13,13,0
KLH063a_0726,8,8,8,8,0
KLH063a_0727,16,16,16,16,0
KLH063a_0728,18,18,18,18,0
KLH063a_0729,8,8,8,8,0
KLH063a_0730,7,7,7,7,0
KLH063a_0731,20,20,20,20,0
KLH063a_0732,17,17,17,17,0
KLH063a_0733,20,20,20,20,0
KLH063a_0734,3,3,3,3,0
KLH063a_0735,8,8,8,8,0
