file,winner,F1,F2,F3,edit
KLH032a_0351,3,3,3,3,0
KLH032a_0352,7,7,7,7,0
KLH032a_0353,17,17,17,17,0
KLH032a_0354,2,2,2,2,0
KLH032a_0355,9,9,9,9,0
KLH032a_0356,14,14,14,14,0
KLH032a_0357,16,16,16,16,0
KLH032a_0358,6,6,6,6,0
KLH032a_0359,4,4,4,4,0
KLH032a_0360,5,5,5,5,0
KLH032a_0361,5,5,5,5,0
KLH032a_0362,7,7,7,7,0
KLH032a_0363,5,5,5,5,0
KLH032a_0364,10,10,10,10,0
KLH032a_0365,20,20,20,20,0
KLH032a_0366,6,6,6,6,0
KLH032a_0367,20,20,20,20,0
KLH032a_0368,6,6,6,6,0
KLH032a_0369,10,10,10,10,0
KLH032a_0370,2,2,2,2,0
KLH032a_0371,4,4,4,4,0
KLH032a_0372,19,19,19,19,0
KLH032a_0373,12,12,12,12,0
KLH032a_0374,5,5,5,5,0
KLH032a_0375,14,14,14,14,0
KLH032a_0376,5,5,5,5,0
KLH032a_0377,3,3,3,3,0
KLH032a_0378,6,6,6,6,0
KLH032a_0379,9,9,9,9,0
KLH032a_0380,4,4,4,4,0
KLH032a_0381,13,13,13,13,0
KLH032a_0382,6,6,6,6,0
KLH032a_0383,13,13,13,13,0
KLH032a_0384,1,1,1,1,0
KLH032a_0385,11,11,11,11,0
KLH032a_0386,6,6,6,6,0
KLH032a_0387,13,13,13,13,0
KLH032a_0388,2,2,2,2,0
KLH032a_0389,6,6,6,6,0
KLH032a_0390,10,10,10,10,0
KLH032a_0391,7,7,7,7,0
KLH032a_0392,12,12,12,12,0
KLH032a_0393,1,1,1,1,0
KLH032a_0394,1,1,1,1,0
KLH032a_0395,15,15,15,15,0
KLH032a_0396,9,9,9,9,0
KLH032a_0397,6,6,6,6,0
KLH032a_0398,10,10,10,10,0
KLH032a_0399,14,14,14,14,0
KLH032a_0400,11,11,11,11,0
KLH032a_0401,1,1,1,1,0
KLH032a_0402,19,19,19,19,0
KLH032a_0403,17,17,17,17,0
KLH032a_0404,9,9,9,9,0
KLH032a_0405,20,20,20,20,0
KLH032a_0406,20,20,20,20,0
KLH032a_0407,15,15,15,15,0
KLH032a_0408,20,20,20,20,0
KLH032a_0409,19,19,19,19,0
KLH032a_0410,10,10,10,10,0
KLH032a_0411,9,9,9,9,0
KLH032a_0412,6,6,6,6,0
KLH032a_0413,20,20,20,20,0
KLH032a_0414,6,6,6,6,0
KLH032a_0415,12,12,12,12,0
KLH032a_0416,20,20,20,20,0
KLH032a_0417,2,2,2,2,0
KLH032a_0418,19,19,19,19,0
KLH032a_0419,5,5,5,5,0
KLH032a_0420,4,4,4,4,0
KLH032a_0421,9,9,9,9,0
KLH032a_0422,2,2,2,2,0
KLH032a_0423,10,10,10,10,0
KLH032a_0424,18,18,18,18,0
KLH032a_0425,1,1,1,1,0
KLH032a_0426,12,12,12,12,0
KLH032a_0427,1,1,1,1,0
KLH032a_0428,20,20,20,20,0
KLH032a_0429,4,4,4,4,0
KLH032a_0430,11,11,11,11,0
KLH032a_0431,1,1,1,1,0
KLH032a_0432,18,18,18,18,0
KLH032a_0433,18,18,18,18,0
KLH032a_0434,7,7,7,7,0
KLH032a_0435,19,19,19,19,0
KLH032a_0436,11,11,11,11,0
KLH032a_0437,20,20,20,20,0
KLH032a_0438,1,1,1,1,0
KLH032a_0439,6,6,6,6,0
KLH032a_0440,19,19,19,19,0
KLH032a_0441,2,2,2,2,0
KLH032a_0442,15,15,15,15,0
KLH032a_0443,19,19,19,19,0
KLH032a_0444,16,16,16,16,0
KLH032a_0445,15,15,15,15,0
KLH032a_0446,18,18,18,18,0
KLH032a_0447,17,17,17,17,0
KLH032a_0448,19,19,19,19,0
KLH032a_0449,8,8,8,8,0
KLH032a_0450,5,5,5,5,0
KLH032a_0451,9,9,9,9,0
KLH032a_0452,1,1,1,1,0
KLH032a_0453,20,20,20,20,0
KLH032a_0454,3,3,3,3,0
KLH032a_0455,13,13,13,13,0
KLH032a_0456,15,15,15,15,0
KLH032a_0457,3,3,3,3,0
KLH032a_0458,13,13,13,13,0
KLH032a_0459,1,1,1,1,0
KLH032a_0460,8,8,8,8,0
KLH032a_0461,8,8,8,8,0
KLH032a_0462,18,18,18,18,0
KLH032a_0463,16,16,16,16,0
KLH032a_0464,20,20,20,20,0
KLH032a_0465,11,11,11,11,0
KLH032a_0466,19,19,19,19,0
KLH032a_0467,1,1,1,1,0
KLH032a_0468,1,1,1,1,0
KLH032a_0469,20,20,20,20,0
KLH032a_0470,1,1,1,1,0
KLH032a_0471,1,1,1,1,0
KLH032a_0472,16,16,16,16,0
KLH032a_0473,11,11,11,11,0
KLH032a_0474,1,1,1,1,0
KLH032a_0475,1,1,1,1,0
KLH032a_0476,8,8,8,8,0
KLH032a_0477,4,4,4,4,0
KLH032a_0478,6,6,6,6,0
KLH032a_0479,20,20,20,20,0
KLH032a_0480,20,20,20,20,0
KLH032a_0481,1,1,1,1,0
KLH032a_0482,19,19,19,19,0
KLH032a_0483,1,1,1,1,0
KLH032a_0484,18,18,18,18,0
KLH032a_0485,20,20,20,20,0
KLH032a_0486,5,5,5,5,0
KLH032a_0487,3,3,3,3,0
KLH032a_0488,13,13,13,13,0
KLH032a_0489,10,10,10,10,0
KLH032a_0490,2,2,2,2,0
KLH032a_0491,19,19,19,19,0
KLH032a_0492,14,14,14,14,0
KLH032a_0493,18,18,18,18,0
KLH032a_0494,19,19,19,19,0
KLH032a_0495,11,11,11,11,0
KLH032a_0496,9,9,9,9,0
KLH032a_0497,20,20,20,20,0
KLH032a_0498,2,2,2,2,0
KLH032a_0499,9,9,9,9,0
KLH032a_0500,20,20,20,20,0
KLH032a_0501,20,20,20,20,0
KLH032a_0502,10,10,10,10,0
KLH032a_0503,20,20,20,20,0
KLH032a_0504,1,1,1,1,0
KLH032a_0505,1,1,1,1,0
KLH032a_0506,12,12,12,12,0
KLH032a_0507,13,13,13,13,0
KLH032a_0508,3,3,3,3,0
KLH032a_0509,1,1,1,1,0
KLH032a_0510,1,1,1,1,0
KLH032a_0511,4,4,4,4,0
KLH032a_0512,8,8,8,8,0
KLH032a_0513,11,11,11,11,0
KLH032a_0514,4,4,4,4,0
KLH032a_0515,15,15,15,15,0
KLH032a_0516,6,6,6,6,0
KLH032a_0517,7,7,7,7,0
KLH032a_0518,7,7,7,7,0
KLH032a_0519,10,10,10,10,0
KLH032a_0520,14,14,14,14,0
KLH032a_0521,3,3,3,3,0
KLH032a_0522,4,4,4,4,0
KLH032a_0523,18,18,18,18,0
KLH032a_0524,2,2,2,2,0
KLH032a_0525,8,8,8,8,0
KLH032a_0526,9,9,9,9,0
KLH032a_0527,4,4,4,4,0
KLH032a_0528,1,1,1,1,0
KLH032a_0529,18,18,18,18,0
KLH032a_0530,6,6,6,6,0
KLH032a_0531,4,4,4,4,0
KLH032a_0532,15,15,15,15,0
KLH032a_0533,17,17,17,17,0
KLH032a_0534,15,15,15,15,0
KLH032a_0535,3,3,3,3,0
KLH032a_0536,2,2,2,2,0
KLH032a_0537,3,3,3,3,0
KLH032a_0538,2,2,2,2,0
KLH032a_0539,1,1,1,1,0
KLH032a_0540,5,5,5,5,0
KLH032a_0541,1,1,1,1,0
KLH032a_0542,6,6,6,6,0
KLH032a_0543,10,10,10,10,0
KLH032a_0544,2,2,2,2,0
KLH032a_0545,1,1,1,1,0
KLH032a_0546,18,18,18,18,0
KLH032a_0547,12,12,12,12,0
KLH032a_0548,13,13,13,13,0
KLH032a_0549,2,2,2,2,0
KLH032a_0550,1,1,1,1,0
KLH032a_0551,14,14,14,14,0
KLH032a_0552,1,1,1,1,0
KLH032a_0553,7,7,7,7,0
KLH032a_0554,8,8,8,8,0
KLH032a_0555,13,13,13,13,0
KLH032a_0556,12,12,12,12,0
KLH032a_0557,7,7,7,7,0
KLH032a_0558,4,4,4,4,0
KLH032a_0559,1,1,1,1,0
KLH032a_0560,1,1,1,1,0
KLH032a_0561,20,20,20,20,0
KLH032a_0562,6,6,6,6,0
KLH032a_0563,10,10,10,10,0
KLH032a_0564,14,14,14,14,0
KLH032a_0565,11,11,11,11,0
KLH032a_0566,13,13,13,13,0
KLH032a_0567,1,1,1,1,0
KLH032a_0568,5,5,5,5,0
KLH032a_0569,14,14,14,14,0
KLH032a_0570,1,1,1,1,0
KLH032a_0571,7,7,7,7,0
KLH032a_0572,11,11,11,11,0
KLH032a_0573,15,15,15,15,0
KLH032a_0574,1,1,1,1,0
KLH032a_0575,20,20,20,20,0
KLH032a_0576,2,2,2,2,0
KLH032a_0577,5,5,5,5,0
KLH032a_0578,2,2,2,2,0
KLH032a_0579,1,1,1,1,0
KLH032a_0580,14,14,14,14,0
KLH032a_0581,1,1,1,1,0
KLH032a_0582,2,2,2,2,0
KLH032a_0583,15,15,15,15,0
KLH032a_0584,8,8,8,8,0
KLH032a_0585,2,2,2,2,0
KLH032a_0586,14,14,14,14,0
KLH032a_0587,4,4,4,4,0
KLH032a_0588,6,6,6,6,0
KLH032a_0589,6,6,6,6,0
KLH032a_0590,3,3,3,3,0
KLH032a_0591,9,9,9,9,0
KLH032a_0592,19,19,19,19,0
KLH032a_0593,1,1,1,1,0
KLH032a_0594,1,1,1,1,0
KLH032a_0595,11,11,11,11,0
KLH032a_0596,1,1,1,1,0
KLH032a_0597,2,2,2,2,0
KLH032a_0598,1,1,1,1,0
KLH032a_0599,1,1,1,1,0
KLH032a_0600,18,18,18,18,0
KLH032a_0601,1,1,1,1,0
KLH032a_0602,1,1,1,1,0
KLH032a_0603,20,20,20,20,0
KLH032a_0604,2,2,2,2,0
KLH032a_0605,2,2,2,2,0
KLH032a_0606,17,17,17,17,0
KLH032a_0607,1,1,1,1,0
KLH032a_0608,13,13,13,13,0
KLH032a_0609,20,20,20,20,0
KLH032a_0610,13,13,13,13,0
KLH032a_0611,1,1,1,1,0
KLH032a_0612,20,20,20,20,0
KLH032a_0613,15,15,15,15,0
KLH032a_0614,7,7,7,7,0
KLH032a_0615,1,1,1,1,0
KLH032a_0616,2,2,2,2,0
KLH032a_0617,9,9,9,9,0
KLH032a_0618,13,13,13,13,0
KLH032a_0619,5,5,5,5,0
KLH032a_0620,3,3,3,3,0
KLH032a_0621,7,7,7,7,0
KLH032a_0622,11,11,11,11,0
KLH032a_0623,6,6,6,6,0
KLH032a_0624,7,7,7,7,0
KLH032a_0625,12,12,12,12,0
KLH032a_0626,1,1,1,1,0
KLH032a_0627,9,9,9,9,0
KLH032a_0628,1,1,1,1,0
KLH032a_0629,20,20,20,20,0
KLH032a_0630,19,19,19,19,0
KLH032a_0631,14,14,14,14,0
KLH032a_0632,1,1,1,1,0
KLH032a_0633,9,9,9,9,0
KLH032a_0634,10,10,10,10,0
KLH032a_0635,19,19,19,19,0
KLH032a_0636,11,11,11,11,0
KLH032a_0637,19,19,19,19,0
KLH032a_0638,10,10,10,10,0
KLH032a_0639,18,18,18,18,0
KLH032a_0640,1,1,1,1,0
KLH032a_0641,20,20,20,20,0
KLH032a_0642,10,10,10,10,0
KLH032a_0643,20,20,20,20,0
KLH032a_0644,3,3,3,3,0
KLH032a_0645,20,20,20,20,0
KLH032a_0646,18,18,18,18,0
KLH032a_0647,19,19,19,19,0
KLH032a_0648,6,6,6,6,0
KLH032a_0649,17,17,17,17,0
KLH032a_0650,10,10,10,10,0
KLH032a_0651,2,2,2,2,0
KLH032a_0652,17,17,17,17,0
KLH032a_0653,1,1,1,1,0
KLH032a_0654,18,18,18,18,0
KLH032a_0655,9,9,9,9,0
KLH032a_0656,9,9,9,9,0
KLH032a_0657,4,4,4,4,0
KLH032a_0658,2,2,2,2,0
KLH032a_0659,20,20,20,20,0
KLH032a_0660,4,4,4,4,0
KLH032a_0661,1,1,1,1,0
KLH032a_0662,2,2,2,2,0
KLH032a_0663,1,1,1,1,0
KLH032a_0664,1,1,1,1,0
KLH032a_0665,11,11,11,11,0
KLH032a_0666,1,1,1,1,0
KLH032a_0667,7,7,7,7,0
KLH032a_0668,17,17,17,17,0
KLH032a_0669,13,13,13,13,0
KLH032a_0670,20,20,20,20,0
KLH032a_0671,18,18,18,18,0
KLH032a_0672,10,10,10,10,0
KLH032a_0673,12,12,12,12,0
KLH032a_0674,20,20,20,20,0
KLH032a_0675,2,2,2,2,0
KLH032a_0676,20,20,20,20,0
KLH032a_0677,1,1,1,1,0
KLH032a_0678,18,18,18,18,0
KLH032a_0679,1,1,1,1,0
KLH032a_0680,18,18,18,18,0
KLH032a_0681,2,2,2,2,0
KLH032a_0682,2,2,2,2,0
KLH032a_0683,1,1,1,1,0
KLH032a_0684,2,2,2,2,0
KLH032a_0685,1,1,1,1,0
KLH032a_0686,3,3,3,3,0
KLH032a_0687,13,13,13,13,0
KLH032a_0688,5,5,5,5,0
KLH032a_0689,3,3,3,3,0
KLH032a_0690,8,8,8,8,0
KLH032a_0691,10,10,10,10,0
KLH032a_0692,8,8,8,8,0
KLH032a_0693,3,3,3,3,0
KLH032a_0694,20,20,20,20,0
KLH032a_0695,1,1,1,1,0
KLH032a_0696,4,4,4,4,0
KLH032a_0697,16,16,16,16,0
KLH032a_0698,1,1,1,1,0
KLH032a_0699,9,9,9,9,0
KLH032a_0700,1,1,1,1,0
KLH032a_0701,2,2,2,2,0
KLH032a_0702,2,2,2,2,0
KLH032a_0703,10,10,10,10,0
KLH032a_0704,1,1,1,1,0
KLH032a_0705,1,1,1,1,0
KLH032a_0706,2,2,2,2,0
KLH032a_0707,1,1,1,1,0
KLH032a_0708,15,15,15,15,0
KLH032a_0709,7,7,7,7,0
KLH032a_0710,6,6,6,6,0
KLH032a_0711,18,18,18,18,0
KLH032a_0712,12,12,12,12,0
KLH032a_0713,14,14,14,14,0
KLH032a_0714,1,1,1,1,0
KLH032a_0715,1,1,1,1,0
KLH032a_0716,2,2,2,2,0
KLH032a_0717,10,10,10,10,0
KLH032a_0718,5,5,5,5,0
KLH032a_0719,1,1,1,1,0
KLH032a_0720,14,14,14,14,0
KLH032a_0721,7,7,7,7,0
KLH032a_0722,11,11,11,11,0
KLH032a_0723,14,14,14,14,0
KLH032a_0724,1,1,1,1,0
KLH032a_0725,20,20,20,20,0
KLH032a_0726,13,13,13,13,0
KLH032a_0727,16,16,16,16,0
KLH032a_0728,5,5,5,5,0
KLH032a_0729,15,15,15,15,0
KLH032a_0730,20,20,20,20,0
KLH032a_0731,1,1,1,1,0
KLH032a_0732,7,7,7,7,0
KLH032a_0733,17,17,17,17,0
KLH032a_0734,16,16,16,16,0
KLH032a_0735,5,5,5,5,0
